Customer_ID,Age,Gender,Income,Location,Campaign_ID,Product_Purchased,Purchase_Amount,Engagement_Score,Campaign_Channel,Campaign_Response_Time,Discount_Used,Satisfaction_Score
C3913,59,Male,55397.52,California,M002,Product B,435.66,2.4,Email,19,TRUE,2.6
C3914,68,Female,60077.15,Florida,M007,Product A,497.47,3.4,Social Media,42.5,FALSE,7.1
C3915,67,Male,65900.68,Texas,M009,Product B,159.49,2.7,Email,49.9,FALSE,5.4
C3916,23,Male,57291.75,Texas,M005,Product B,263.45,1.7,Push Notification,34.3,FALSE,7.1
C3917,32,Male,44555.17,Texas,M017,Product C,86.57,6.2,Push Notification,67.9,TRUE,8.5
C3918,47,Male,39028.77,Illinois,M003,Product A,113.45,3.2,Email,52.7,TRUE,4.1
C3919,59,Female,98961.56,Illinois,M009,Product D,468.12,9.9,SMS,64.3,FALSE,5.9
C3920,54,Female,43052.77,Florida,M008,Product B,294.63,5.6,Social Media,34.8,FALSE,5.5
C3921,54,Male,52220.62,Texas,M009,Product D,227.8,4.2,SMS,2.1,TRUE,4.4
C3922,59,Male,67755,New York,M017,Product C,352.17,9.2,SMS,43,FALSE,8.3
C3923,54,Male,65412.91,Texas,M008,Product C,302.07,6.6,Social Media,59.1,TRUE,1.1
C3924,52,Female,67812.99,Florida,M014,Product D,179.92,2.1,Email,39.1,TRUE,3.8
C3925,40,Male,53359.24,Texas,M016,Product D,151.98,5.5,Social Media,41.3,TRUE,8.5
C3926,23,Female,63578.37,California,M018,Product A,315.61,5,Push Notification,70.2,TRUE,8.8
C3927,21,Male,60920.15,Texas,M017,Product B,134.72,7.9,SMS,27,TRUE,7.2
C3928,35,Male,55318.03,New York,M007,Product B,112.63,7.2,Push Notification,57.9,FALSE,4.1
C3929,26,Female,63681.15,Florida,M020,Product B,193.27,4.3,Social Media,36.9,TRUE,8.4
C3930,66,Female,75830.48,Florida,M015,Product B,437.6,5.2,Email,33.9,TRUE,1.8
C3931,46,Male,59667,New York,M007,Product A,66.57,5.7,Social Media,11.3,TRUE,3.4
C3932,30,Female,59766.79,Florida,M002,Product C,424.97,4.8,Push Notification,54.1,FALSE,1.8
C3933,64,Female,76022.42,Texas,M002,Product D,329.44,2,Push Notification,59.5,TRUE,2
C3934,69,Female,74420.41,Florida,M007,Product C,68.17,9.1,SMS,31.6,TRUE,6.3
C3935,34,Female,83759.05,Texas,M019,Product A,320.92,7.1,SMS,55.2,TRUE,1.6
C3936,62,Female,33656.55,Florida,M006,Product B,241.71,5.2,SMS,42.3,TRUE,7.1
C3937,49,Non-Binary,73576.79,Texas,M012,Product C,428.51,6.1,SMS,19.3,TRUE,4.1
C3938,65,Male,69023.7,Texas,M015,Product B,458.24,2.9,Email,66.6,TRUE,1.5
C3939,39,Female,46715.21,New York,M013,Product D,178.92,5.8,Social Media,50.5,TRUE,3.6
C3940,21,Male,63773.82,New York,M007,Product C,402.88,7.7,Social Media,63.4,TRUE,4.6
C3941,22,Male,75766.83,Illinois,M007,Product B,189.41,5.8,Social Media,21,FALSE,4.3
C3942,54,Male,47562.62,New York,M015,Product A,183.04,5.3,Email,66.1,TRUE,5.6
C3943,58,Male,66638.44,Texas,M004,Product D,136.69,5.2,Social Media,26.9,TRUE,5.5
C3944,66,Female,73070.31,Texas,M003,Product B,355.32,7.9,Social Media,1.7,FALSE,4.2
C3945,30,Female,43934.71,Florida,M001,Product B,167.76,7.8,Email,6.3,TRUE,9.1
C3946,51,Female,57865.71,Florida,M007,Product A,259.19,7.8,SMS,7.3,FALSE,3
C3947,62,Male,64514.53,Illinois,M009,Product D,415.46,3.2,SMS,15.7,TRUE,4.1
C3948,39,Male,48058.03,Texas,M001,Product A,406.36,6.6,Email,14.2,FALSE,6
C3949,40,Female,46812.7,Illinois,M005,Product D,434.95,8,Email,5.1,TRUE,3.2
C3950,68,Male,57974.33,Texas,M015,Product B,122.48,6.1,SMS,64.6,FALSE,2.4
C3951,20,Female,72024.6,New York,M004,Product B,314.1,8,Email,59.8,TRUE,1.1
C3952,59,Female,69656.01,Florida,M010,Product D,461.68,8.7,Social Media,55.2,TRUE,9.5
C3953,51,Female,47078.81,Illinois,M002,Product B,68.92,2.6,Push Notification,35,TRUE,8.1
C3954,49,Female,69782.52,California,M007,Product C,407.54,3.8,Push Notification,31.2,TRUE,9
C3955,62,Female,47460.9,Texas,M019,Product B,160.81,6.4,Social Media,31.2,FALSE,1.4
C3956,68,Male,35847.45,New York,M006,Product D,351.34,3.6,Email,19.6,TRUE,1.7
C3957,66,Female,54492.85,California,M015,Product C,372.83,9.5,SMS,44.2,TRUE,6
C3958,38,Male,76844.54,New York,M020,Product D,466.51,2.7,Push Notification,5.2,TRUE,1.2
C3959,63,Male,69839.41,New York,M012,Product C,278.96,4.2,Push Notification,47.8,TRUE,3.4
C3960,61,Male,59976.42,Texas,M011,Product C,431.7,9.9,Social Media,37.5,TRUE,9.8
C3961,38,Female,53749.42,New York,M003,Product A,70.39,2.7,SMS,59,TRUE,4.2
C3962,61,Male,54153.57,Illinois,M020,Product A,239.24,5,Push Notification,70.1,FALSE,9.8
C3963,28,Male,61631.77,California,M017,Product C,247.78,3.8,Social Media,63.2,TRUE,2.1
C3964,56,Male,43973.44,New York,M007,Product C,292.23,8.3,SMS,52.1,FALSE,4.5
C3965,21,Female,54778.39,New York,M018,Product C,266.6,3.7,Email,31.7,TRUE,1.1
C3966,68,Female,56766.46,Florida,M017,Product A,485.58,2.5,Social Media,16.2,TRUE,6.3
C3967,18,Female,39733.88,Florida,M016,Product A,85.34,9.4,Push Notification,48.2,TRUE,4.1
C3968,45,Female,47423.28,Illinois,M002,Product A,169.26,3.9,Social Media,15.3,TRUE,5.5
C3969,41,Male,66157.6,Florida,M005,Product C,485.88,7.7,Social Media,2.4,TRUE,8.2
C3970,52,Male,60142.68,New York,M013,Product C,250.39,3.6,Push Notification,41.7,FALSE,6
C3971,30,Female,55368.57,New York,M011,Product D,307.02,2.6,Email,29,FALSE,7
C3972,64,Male,46328.59,California,M001,Product B,86.46,8.2,Push Notification,63.2,FALSE,5.2
C3973,51,Male,83652.75,Florida,M003,Product B,177.82,1.5,Push Notification,46.9,TRUE,7.7
C3974,28,Male,47430.31,Texas,M018,Product A,67.84,4,Email,47,TRUE,6.4
C3975,53,Female,63773.89,Florida,M004,Product A,111.88,8,Push Notification,56.9,FALSE,8.8
C3976,68,Male,52681.96,New York,M009,Product B,334.99,5.6,SMS,24.8,TRUE,7.8
C3977,34,Female,60544.19,California,M011,Product A,393.63,7.2,SMS,69,FALSE,3.1
C3978,52,Male,66864.15,Florida,M017,Product C,441.54,1.6,Push Notification,16.7,TRUE,5.7
C3979,35,Female,39446.15,California,M011,Product B,163.16,7.7,SMS,62.9,FALSE,8.9
C3980,57,Male,59900.76,Florida,M003,Product C,199.79,2.5,Social Media,65.7,TRUE,8.7
C3981,39,Male,77860.93,Illinois,M019,Product B,306.23,8.3,SMS,3.8,TRUE,5.3
C3982,41,Male,86422.53,New York,M020,Product B,87.66,6.1,SMS,45.9,TRUE,3.8
C3983,36,Female,58049.79,New York,M011,Product A,413.02,7.7,Social Media,54.2,FALSE,2.9
C3984,54,Male,60625.22,Texas,M014,Product C,267.48,2.9,SMS,68.7,TRUE,2.7
C3985,56,Female,93170,New York,M006,Product C,484.48,4.6,Push Notification,18.8,FALSE,2.3
C3986,38,Female,77023.86,Texas,M019,Product D,102.79,8.2,Social Media,40.9,FALSE,10
C3987,25,Female,50740.73,New York,M015,Product C,109.98,9.2,Social Media,55.9,FALSE,7
C3988,45,Male,50715.25,Florida,M011,Product C,206.86,3,Push Notification,11.5,FALSE,3.8
C3989,22,Male,74348.24,Florida,M018,Product A,143.04,8.1,Push Notification,61.6,TRUE,3.6
C3990,34,Male,44834.44,Illinois,M004,Product D,363.47,2,Push Notification,29.7,TRUE,3.7
C3991,54,Female,76315.9,Florida,M019,Product C,476.06,4.8,SMS,46.4,TRUE,8.9
C3992,53,Female,65014.5,California,M003,Product A,90.46,9.4,SMS,4,FALSE,5.6
C3993,36,Female,67765.81,Florida,M012,Product B,159.01,9.5,SMS,16.8,TRUE,3.4
C3994,44,Female,56148.99,Texas,M004,Product C,157.05,3.7,Push Notification,35,TRUE,8.2
C3995,51,Male,50552.63,Illinois,M012,Product A,279.08,2.7,Email,21.5,FALSE,7.8
C3996,28,Male,81929.89,California,M001,Product B,253.41,2.3,SMS,69,TRUE,5.2
C3997,62,Female,56298.94,California,M016,Product C,377.09,5.3,Email,57.4,TRUE,7.2
C3998,64,Male,53835.97,New York,M002,Product C,379.68,1.8,Social Media,62.4,TRUE,7.6
C3999,29,Male,58797.94,Texas,M003,Product A,307.74,4.2,Push Notification,34.1,FALSE,1.4
C4000,38,Female,62895.33,Florida,M016,Product B,315.96,1.2,Push Notification,34.6,FALSE,8.9
C4001,28,Male,44537.62,Florida,M010,Product B,429.04,3.3,Social Media,58.2,TRUE,3.6
C4002,56,Female,51526.93,New York,M009,Product B,228.62,9.1,SMS,28.5,TRUE,9.8
C4003,45,Female,50729.52,Florida,M014,Product B,55.55,5,SMS,35.1,FALSE,9.2
C4004,22,Female,72679.2,California,M008,Product C,145.86,1.7,SMS,38.5,TRUE,1.2
C4005,34,Male,46710.56,Florida,M002,Product B,65.91,6.8,Email,44.1,FALSE,6.6
C4006,37,Male,33663.48,Florida,M011,Product A,227.07,9.6,Social Media,47.1,TRUE,9.7
C4007,58,Female,30493.58,California,M002,Product A,211.03,5.2,Email,49.3,FALSE,6.1
C4008,63,Male,37944.3,Texas,M015,Product C,94.38,6.6,SMS,32.5,FALSE,6.5
C4009,29,Male,80423.07,Texas,M018,Product A,389.76,9.3,Email,22,TRUE,9.4
C4010,23,Male,60243.1,California,M005,Product D,298.88,4.8,Social Media,66.3,TRUE,6.2
C4011,34,Male,67518.74,California,M007,Product C,151.57,7,SMS,59.7,FALSE,3.2
C4012,68,Male,68047.32,Illinois,M019,Product D,391.61,5,Email,1.2,TRUE,5.1
C4013,36,Female,60842.76,Illinois,M019,Product B,350.57,9.7,Social Media,37.4,FALSE,4.1
C4014,43,Male,58878.28,Florida,M016,Product D,136.22,5.5,SMS,20.5,FALSE,2.5
C4015,65,Male,75667.9,Florida,M019,Product C,492.3,9,SMS,46.6,TRUE,2.9
C4016,61,Female,62189.94,Illinois,M017,Product B,129.84,5.6,Push Notification,36.7,TRUE,1.5
C4017,61,Non-Binary,80986.46,Florida,M013,Product A,397.27,7,SMS,2.5,TRUE,2.5
C4018,69,Male,69312.45,Texas,M008,Product C,485.73,4.5,Push Notification,52.7,TRUE,3.3
C4019,49,Male,50733.06,Texas,M011,Product B,376.48,9.3,SMS,20.6,TRUE,7.8
C4020,23,Female,52542.99,New York,M018,Product C,349.6,6.8,Email,19.5,TRUE,4.3
C4021,53,Female,49088.03,Illinois,M011,Product B,456.49,1.2,Email,3.3,TRUE,7.2
C4022,55,Female,78263.22,Texas,M009,Product C,171.11,1.1,SMS,59.8,TRUE,10
C4023,28,Female,53924.24,New York,M014,Product C,174.72,7.1,SMS,42.1,FALSE,6.2
C4024,50,Male,48022.91,California,M002,Product C,338.52,2,Push Notification,35.4,TRUE,6.5
C4025,41,Female,64796.67,Texas,M017,Product C,446.96,7.4,Email,49,FALSE,6
C4026,40,Male,58542.49,New York,M016,Product D,327.82,3.9,Email,25.5,FALSE,4.6
C4027,32,Female,64418.53,Florida,M005,Product B,489.67,5.9,SMS,41.4,FALSE,2.7
C4028,44,Female,88347.21,New York,M001,Product B,150.31,2.6,Push Notification,18.7,TRUE,9.8
C4029,28,Non-Binary,73696.06,Texas,M009,Product C,421.65,3.2,SMS,5.5,TRUE,5.3
C4030,68,Male,60405.16,Florida,M003,Product C,467.27,4.9,Email,40.9,TRUE,9.4
C4031,67,Male,38873.65,Florida,M014,Product A,242.15,7,Email,16.7,TRUE,3.3
C4032,34,Female,52500.56,New York,M018,Product B,482.89,2.4,Email,54.3,FALSE,2
C4033,68,Female,70665.69,New York,M012,Product D,140.97,3.5,Email,33.1,TRUE,6.7
C4034,31,Female,42434.38,Texas,M014,Product B,478.78,2.9,SMS,18.8,TRUE,8.7
C4035,44,Male,92114.55,Florida,M016,Product B,456.26,8.8,Email,44.2,TRUE,7
C4036,35,Male,60216.25,Illinois,M005,Product B,79.77,6.8,SMS,9.3,TRUE,7.7
C4037,45,Female,60732.73,New York,M020,Product A,284.6,5.2,Email,55.1,FALSE,6.5
C4038,68,Male,50000.32,Illinois,M020,Product D,287.98,9.5,Email,33.1,TRUE,7.7
C4039,64,Female,67451.07,Illinois,M015,Product C,75.64,7.6,Social Media,58.7,FALSE,4.1
C4040,64,Male,42629.97,Florida,M009,Product D,67.79,9.4,Push Notification,10.8,TRUE,4.5
C4041,21,Female,92473.39,Texas,M017,Product C,52.29,6.4,Social Media,28.2,FALSE,8
C4042,24,Female,79760.27,Illinois,M012,Product C,286.03,2.2,Social Media,13.8,FALSE,8.2
C4043,62,Female,74764.45,Texas,M013,Product D,258.72,7.1,Email,5.3,TRUE,1.7
C4044,52,Male,39143.56,New York,M010,Product A,473.21,2.8,Push Notification,68.8,FALSE,1.2
C4045,65,Female,63081.2,Florida,M007,Product A,204.04,4.1,Social Media,52.6,TRUE,7
C4046,26,Male,78136.3,California,M007,Product C,346.2,5.6,Social Media,24.1,FALSE,1.8
C4047,25,Female,68896.58,Florida,M008,Product A,53.4,2.4,SMS,18.5,TRUE,2.5
C4048,69,Male,44968.36,California,M015,Product A,348.59,1.2,Push Notification,15.5,FALSE,2.8
C4049,62,Male,50248.59,New York,M018,Product A,461.06,3.9,Social Media,4.1,TRUE,5.6
C4050,34,Male,53220.96,Texas,M001,Product A,209.65,8.4,Social Media,8.3,TRUE,2.8
C4051,34,Male,50948.43,New York,M010,Product C,191.33,1.1,SMS,8.3,TRUE,2.6
C4052,66,Non-Binary,82931.68,Florida,M019,Product A,331.71,2,Email,48.3,TRUE,1.1
C4053,50,Male,31184.8,California,M003,Product D,197.85,8.3,Social Media,43.2,FALSE,7.9
C4054,49,Female,69838.79,California,M007,Product D,231.09,3.8,Push Notification,41.3,TRUE,2.2
C4055,25,Non-Binary,40615.45,Florida,M004,Product C,172.9,9.4,SMS,53.1,FALSE,6.1
C4056,36,Male,45581.23,Florida,M005,Product B,205.2,4.4,Push Notification,18.8,FALSE,3.7
C4057,55,Female,29854,New York,M006,Product A,355.73,8.2,Push Notification,25.3,TRUE,2.6
C4058,20,Male,51764.18,Illinois,M010,Product D,465.07,3.3,Push Notification,10,TRUE,4.1
C4059,22,Male,82660.97,California,M012,Product B,312.4,1.6,SMS,42.7,TRUE,3.3
C4060,30,Male,63972.36,Florida,M014,Product D,54.52,8.9,Push Notification,67.2,FALSE,4.9
C4061,64,Female,42024.58,New York,M002,Product D,168.75,9.3,Social Media,62.3,FALSE,7.2
C4062,63,Male,75257.22,Illinois,M003,Product B,478.51,7.4,SMS,40.4,TRUE,1.5
C4063,48,Female,78469.56,Texas,M001,Product A,459.64,7.9,Social Media,46.8,TRUE,2.6
C4064,33,Female,61560.7,Florida,M003,Product C,102.04,1.1,Email,71.5,TRUE,1.7
C4065,67,Female,90521.24,Illinois,M015,Product C,458.79,7.8,Social Media,37.7,FALSE,9.7
C4066,49,Male,72323.46,Texas,M016,Product C,484.04,5.2,Push Notification,62.8,FALSE,6.2
C4067,39,Female,70239.79,Texas,M020,Product A,196.06,5.1,Email,36.5,TRUE,8.4
C4068,46,Female,47949.32,New York,M002,Product A,365.45,5.9,Push Notification,4.4,FALSE,3.4
C4069,39,Female,69410.98,California,M020,Product D,301.99,3.4,SMS,67.4,FALSE,9.1
C4070,60,Female,63251.87,Florida,M016,Product C,201.67,7.3,SMS,8.9,TRUE,6.7
C4071,20,Female,67797.44,Illinois,M015,Product C,119,3.7,Email,51,TRUE,4.7
C4072,27,Male,49731.22,Texas,M007,Product D,215.11,6,Social Media,17.9,FALSE,6.4
C4073,59,Male,61921.48,California,M005,Product D,467.51,2.2,Push Notification,65,FALSE,2.1
C4074,38,Male,47747.08,Texas,M005,Product B,415.06,7.1,Social Media,15.2,TRUE,3.8
C4075,33,Male,27793.02,Florida,M009,Product B,198.8,2.7,Push Notification,10.9,TRUE,5.9
C4076,29,Male,74974.57,Florida,M014,Product A,296.45,2.5,Push Notification,32.1,TRUE,6.8
C4077,19,Male,37464.17,New York,M019,Product C,232.68,1.2,Social Media,36.3,TRUE,3
C4078,58,Male,61607.8,Florida,M018,Product D,259.81,2.1,SMS,59.1,FALSE,9.9
C4079,41,Non-Binary,64995.03,Florida,M009,Product C,392.54,3.1,SMS,55.1,TRUE,8.5
C4080,52,Male,64898.45,Florida,M003,Product A,294.35,3,Email,24.3,FALSE,6.2
C4081,47,Female,55753.81,California,M011,Product C,131.47,3.9,Social Media,28.3,TRUE,9.8
C4082,47,Female,64068.17,Illinois,M015,Product D,171.07,1.5,SMS,41.9,TRUE,5.6
C4083,64,Female,67064.51,Illinois,M004,Product D,305.51,9.4,SMS,40.2,TRUE,9.5
C4084,52,Female,71024.47,Florida,M005,Product D,361.77,2.1,Push Notification,62.2,TRUE,7.8
C4085,36,Male,86001.62,Illinois,M018,Product A,278.65,7.3,Push Notification,34.5,FALSE,3
C4086,67,Male,63512.91,Florida,M012,Product D,329.09,5.8,SMS,64.4,TRUE,4.6
C4087,25,Male,60960.73,Illinois,M001,Product B,405.22,6,Email,15.6,FALSE,3.4
C4088,43,Male,46399.07,Illinois,M020,Product D,295.43,1.9,SMS,62.6,TRUE,7.5
C4089,66,Female,66539.19,Texas,M002,Product C,489.74,3.2,Email,22.6,FALSE,7.9
C4090,57,Female,70010.75,California,M009,Product D,156.01,8,Email,57,TRUE,7.2
C4091,24,Male,57115.45,Texas,M018,Product D,463.86,5.2,Push Notification,41.1,TRUE,5.9
C4092,47,Male,68169.19,Texas,M005,Product C,161.45,5.1,Email,63.2,FALSE,4.6
C4093,24,Male,55612.26,Illinois,M014,Product A,289.24,5.9,Social Media,17.4,FALSE,9.9
C4094,20,Male,70064.89,New York,M011,Product A,255.16,4.9,Social Media,50.8,TRUE,1.3
C4095,18,Female,73689.03,New York,M003,Product A,217.8,8.3,Push Notification,61.3,FALSE,2.1
C4096,53,Male,73479.42,California,M009,Product A,483.23,7.7,SMS,56.1,TRUE,6.4
C4097,42,Female,61767.66,Florida,M002,Product D,172.54,3.9,Social Media,41.2,TRUE,7.8
C4098,54,Male,44400.48,Illinois,M014,Product D,353.69,8.3,Social Media,49,FALSE,9.6
C4099,18,Male,50821.3,California,M002,Product B,411.83,5.7,SMS,15,FALSE,5.4
C4100,32,Female,68927.36,Texas,M010,Product A,138.65,6.6,Push Notification,16.4,TRUE,3.4
C4101,54,Female,96732.18,Illinois,M019,Product C,487.92,8.8,Email,20,TRUE,8.8
C4102,30,Non-Binary,54889.19,Texas,M002,Product C,295.99,5.3,Email,59.8,TRUE,5
C4103,57,Female,66837.57,California,M016,Product C,461.52,7.8,SMS,12.9,TRUE,2.2
C4104,25,Male,51659.21,New York,M006,Product C,348.75,6.7,SMS,22.2,TRUE,5.7
C4105,22,Male,45390.49,California,M012,Product B,342.24,4.8,Social Media,66.4,TRUE,5.7
C4106,26,Female,49855.26,Illinois,M007,Product B,205.51,8.1,Email,54.6,FALSE,3.1
C4107,18,Female,28762.92,Illinois,M004,Product B,396.77,1.9,Push Notification,53.1,FALSE,2.3
C4108,53,Female,80301.53,Florida,M008,Product A,63.4,6.2,Social Media,33.3,TRUE,2.3
C4109,52,Male,26548.05,New York,M019,Product D,300.12,1.4,Email,50.9,FALSE,8.4
C4110,19,Non-Binary,56042.58,Illinois,M010,Product C,64.46,2.4,Push Notification,41.2,TRUE,5.5
C4111,57,Male,42328.08,New York,M001,Product C,188.09,6.4,Email,6.1,FALSE,7.6
C4112,40,Female,46734.3,Illinois,M005,Product B,93.33,3.8,Social Media,41.9,FALSE,9.7
C4113,26,Female,80647.84,New York,M006,Product A,460.22,3.4,Push Notification,33.1,FALSE,8.1
C4114,51,Male,63016,California,M019,Product B,332.72,9.6,Email,9.1,TRUE,2.4
C4115,63,Female,45519.06,New York,M018,Product C,350.83,4.3,Email,25.4,FALSE,4.8
C4116,31,Male,51157.24,Texas,M019,Product C,433.01,6.1,Email,64.5,FALSE,5.5
C4117,21,Non-Binary,48517.78,California,M019,Product B,379.86,5.8,Social Media,58.1,TRUE,7.3
C4118,47,Male,59346.81,Illinois,M001,Product C,105.89,1.6,Social Media,65.9,TRUE,9.7
C4119,48,Female,62593.38,Illinois,M020,Product D,327.89,7.1,Push Notification,51.9,TRUE,3.6
C4120,55,Male,88433.62,Florida,M011,Product D,490.18,5.6,SMS,45.9,TRUE,8.8
C4121,28,Female,31255.49,Texas,M003,Product B,146.35,4.4,Email,10.9,TRUE,1.6
C4122,52,Female,59477.82,Florida,M010,Product D,328.87,1.6,Email,8.6,FALSE,8.8
C4123,25,Male,55266.48,California,M007,Product D,303.63,3.6,Email,18.5,FALSE,7.3
C4124,20,Male,74198.23,Florida,M017,Product B,226.24,9,Social Media,23.3,TRUE,1.3
C4125,31,Female,65322.27,California,M016,Product B,479.59,2.6,Email,44.1,TRUE,6.5
C4126,30,Male,68855.43,Florida,M007,Product B,210.38,3,Push Notification,63.3,FALSE,9.4
C4127,62,Female,65176.29,New York,M013,Product D,92.16,2.8,Social Media,64.2,TRUE,4.9
C4128,49,Male,46020.13,California,M012,Product C,483.14,9,Social Media,49.4,FALSE,2.1
C4129,51,Female,78168.98,California,M012,Product A,378.15,7.3,Social Media,41.7,TRUE,9.9
C4130,62,Male,71977.57,New York,M008,Product C,204.1,8.9,Social Media,18.4,TRUE,4.8
C4131,36,Male,73732.95,New York,M008,Product B,176.23,9.2,SMS,67.6,FALSE,5.8
C4132,55,Male,78960.75,Texas,M013,Product C,467.61,9.4,Social Media,48.6,TRUE,9.7
C4133,33,Male,66265.13,New York,M011,Product A,173.1,5.4,SMS,38.9,TRUE,6.3
C4134,19,Male,82214.89,Florida,M001,Product C,291.72,5.3,Social Media,8.4,TRUE,7.1
C4135,57,Female,65664.59,New York,M017,Product B,146.73,8.5,Social Media,59.6,FALSE,7.4
C4136,34,Female,56714.12,New York,M019,Product A,497.85,4,Email,25.8,TRUE,7.8
C4137,51,Female,59900.94,California,M013,Product D,396.28,1.2,Social Media,64.9,TRUE,8.2
C4138,59,Female,59642.34,California,M015,Product C,305.44,4,Push Notification,13,FALSE,1.7
C4139,33,Male,52209.13,New York,M012,Product D,385.62,7.4,Push Notification,4.5,TRUE,9.4
C4140,55,Female,84478.33,Texas,M017,Product D,462.37,2.1,Push Notification,31.9,TRUE,5.9
C4141,19,Male,64444.43,California,M003,Product A,483.41,8.1,Email,6.6,TRUE,5.8
C4142,19,Female,61421.08,Florida,M007,Product D,403.71,8.3,Social Media,5.4,TRUE,8.5
C4143,43,Male,65824.11,Florida,M002,Product D,432.08,1.9,Push Notification,51.7,TRUE,3.8
C4144,30,Male,104697.82,New York,M002,Product C,229.01,1.9,Push Notification,19.3,TRUE,6.9
C4145,64,Male,43024.14,New York,M006,Product A,226.32,2.8,Push Notification,46.4,TRUE,3.9
C4146,48,Female,47324.42,Texas,M004,Product B,413.73,4.2,SMS,41.5,FALSE,7.8
C4147,51,Male,39291.43,New York,M016,Product B,391.83,5.8,SMS,11,TRUE,4.9
C4148,56,Female,56511.01,Illinois,M015,Product A,455.44,5.4,SMS,28.4,FALSE,2.7
C4149,20,Male,63682.78,Illinois,M010,Product D,109.85,8.7,Push Notification,5.7,FALSE,9.2
C4150,25,Female,53020.16,New York,M014,Product C,360.87,2.3,Push Notification,30.9,TRUE,7.8
C4151,40,Female,51904.1,Illinois,M009,Product D,341.44,7.3,Social Media,13.9,TRUE,1.1
C4152,31,Male,62136.07,Florida,M015,Product B,409.33,5.9,Push Notification,7.8,FALSE,1.6
C4153,44,Female,52468.38,New York,M007,Product C,61.05,7.6,Push Notification,23.5,FALSE,4.4
C4154,46,Female,64652.64,Florida,M007,Product A,421.81,4.1,Push Notification,1.2,FALSE,8
C4155,56,Female,76713.52,Florida,M008,Product D,196.89,5.2,Push Notification,54.8,TRUE,3.5
C4156,56,Female,70155.46,Illinois,M019,Product D,359.2,1.3,Email,12.2,TRUE,9.9
C4157,18,Female,73215.2,Texas,M018,Product C,327.45,2,Social Media,45.4,FALSE,9.3
C4158,34,Female,76288.78,Florida,M017,Product D,248.09,4.4,Push Notification,60.1,FALSE,8.8
C4159,58,Male,64242.42,Illinois,M018,Product A,385.71,5.3,Email,66.1,FALSE,1.1
C4160,47,Female,57620.38,Texas,M019,Product C,482.55,1.8,SMS,40.6,FALSE,9.7
C4161,30,Male,48416.2,Illinois,M008,Product A,195.56,8.4,Email,57,TRUE,6.3
C4162,38,Male,54132.33,Illinois,M013,Product A,386.8,9.5,SMS,33.3,TRUE,6.3
C4163,36,Female,52144.72,New York,M011,Product A,191.54,6.4,Email,35.8,TRUE,1.9
C4164,36,Male,70975.08,California,M019,Product A,430.54,1.5,Email,39.8,TRUE,6.5
C4165,42,Male,65201.74,Texas,M007,Product D,246.77,7.6,Email,48.6,TRUE,5.8
C4166,39,Female,70451.37,Illinois,M005,Product C,252.17,3,SMS,48.6,TRUE,5.9
C4167,48,Female,42594.95,Florida,M005,Product D,397.35,7.6,SMS,56.8,TRUE,2.7
C4168,34,Female,81476.24,Florida,M008,Product B,273.28,4.9,SMS,44.8,TRUE,5.9
C4169,40,Female,53595.29,California,M010,Product A,169.99,1.5,Push Notification,63.7,FALSE,1.7
C4170,49,Female,43499.75,Texas,M005,Product A,497.99,3.5,SMS,51.4,TRUE,1.2
C4171,27,Male,53411.73,New York,M015,Product B,329.1,4.8,Email,67,TRUE,2.9
C4172,27,Male,97256.49,Texas,M016,Product B,340.32,7.6,SMS,54.3,TRUE,8.2
C4173,53,Female,54184.25,Florida,M010,Product A,340.96,2.2,Social Media,53.4,TRUE,6.4
C4174,25,Male,55123.55,Florida,M008,Product D,447.51,3.6,Push Notification,62.1,FALSE,9
C4175,69,Female,57118.43,New York,M019,Product D,132.74,1.8,Email,47.6,TRUE,4.5
C4176,37,Female,57770.69,New York,M004,Product A,76.62,6.5,Social Media,13.7,TRUE,4.1
C4177,49,Male,48277.86,Florida,M014,Product C,224.02,5.3,SMS,6.9,FALSE,7.3
C4178,67,Female,62148.2,Illinois,M008,Product B,304.21,9.4,Email,23.4,TRUE,4.7
C4179,31,Female,76133.92,Illinois,M014,Product D,178.57,7.7,SMS,58.8,FALSE,4.4
C4180,67,Male,64714.34,New York,M012,Product C,360.14,8,Email,2.5,TRUE,5.2
C4181,45,Non-Binary,43332.52,Illinois,M001,Product A,83.26,2.5,Push Notification,11.7,TRUE,2
C4182,63,Female,54834.81,New York,M019,Product A,405.82,3.4,Email,8.5,TRUE,2.8
C4183,69,Male,51727.09,Texas,M018,Product D,373.14,5.6,SMS,3.6,FALSE,6.4
C4184,41,Female,60794.09,Texas,M012,Product D,146.28,1.1,SMS,58.5,TRUE,6.5
C4185,32,Female,79956.78,Texas,M010,Product A,184.3,8.8,Email,20.9,FALSE,6.3
C4186,39,Female,57766.76,New York,M001,Product D,413.15,8,Social Media,52.8,FALSE,2.8
C4187,47,Female,58677.68,New York,M014,Product D,398,1.5,Push Notification,11.1,TRUE,4.9
C4188,21,Female,86664.67,Illinois,M009,Product D,416.19,8.6,Email,30,FALSE,9.3
C4189,30,Male,73143.09,Illinois,M015,Product A,195.01,1,Push Notification,9.3,TRUE,8.7
C4190,40,Female,68611.22,Illinois,M014,Product B,486.31,2,SMS,1.2,FALSE,6
C4191,25,Female,89371.97,California,M009,Product C,371.9,1.5,Push Notification,44.5,FALSE,9.1
C4192,35,Male,67347.17,New York,M011,Product B,79.34,5.3,Push Notification,35.1,TRUE,7.1
